doc_id	split	source_file	provider	candidate_rank	candidate_title	candidate_doi	candidate_year	candidate_venue	candidate_oa_status	candidate_licenses	abstract_support	support_reason	query_used
1	train	0text1.txt	crossref	11	Essential Tremor: One of the Most Common Neurodegenerative Diseases?	10.1159/000323572	2011	Neuroepidemiology		https://www.karger.com/Services/SiteLicenses|https://www.karger.com/Services/SiteLicenses	unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders"""
1	train	0text1.txt	crossref	12	Huntington Disease, Parkinson Disease, and Other Neurodegenerative Diseases	10.1093/med/9780199794591.003.0065	2012	Neuroglia			unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders"""
1	train	0text1.txt	crossref	13	Juvenile Huntington Disease	10.1017/9781107323704.097	2017	Progressive Brain Disorders in Childhood		https://www.cambridge.org/core/terms	unknown	crossref_no_abstract_available	"""Huntington's disease are severe reduction in muscle control, emotional disturbance, and pathological disorders in brain cells. These diseases"""
1	train	0text1.txt	crossref	14	Methods and Models of the Nonmotor Symptoms of Parkinson Disease	10.1016/b978-0-12-405195-9.00023-8	2015	Movement Disorders		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders. Tremor, muscle stiffness, and slowness of movement are symptoms of Parkinson's disease. The symptoms of Huntington's disease are severe reduction"""
1	train	0text1.txt	crossref	15	Program: Twenty Fourth Annual Symposium on Etiology, Pathogenesis, and Treatment of Parkinson's Disease and Other Movement Disorders	10.1002/mds.23126	2010	Movement Disorders		http://onlinelibrary.wiley.com/termsAndConditions#vor	unknown	crossref_no_abstract_available	parkinson huntington behavior disorders muscle symptoms cells chaotic system different common tremor
1	train	0text1.txt	crossref	16	Selective DYRK1A Inhibitor for the Treatment of Neurodegenerative Diseases: Alzheimer, Parkinson, Huntington, and Down Syndrome	10.1021/acsmedchemlett.0c00346	2020	ACS Medicinal Chemistry Letters		https://doi.org/10.15223/policy-001|https://doi.org/10.15223/policy-009|https://doi.org/10.15223/policy-017	unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders"""
1	train	0text1.txt	crossref	17	Sleep disorders in neurodegenerative diseases other than Parkinson disease and multiple system atrophy	10.1093/med/9780199682003.003.0026	2017	Oxford Medicine Online			unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders"""
1	train	0text1.txt	crossref	18	The Therapeutic Potential of Intrabodies in Neurologic Disorders	10.2165/00063030-200620060-00002	2006	BioDrugs			unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders"""
1	train	0text1.txt	crossref	19	The eclipse of adolescence: Assessment of normal and pathological aspects	10.4324/9780203463468-21	2013	Severe Emotional Disturbance in Children and Adolescents			unknown	crossref_no_abstract_available	"""Huntington's disease are severe reduction in muscle control, emotional disturbance, and pathological disorders in brain cells. These diseases"""
1	train	0text1.txt	crossref	20	Thirtieth annual symposium on etiology, pathogenesis, and treatment of Parkinson disease and other movement disorders: Presented by the Parkinson study group, Huntington study group, Dystonia study group, Tourette syndrome study group, cooperative ataxia group, and tremor research group	10.1002/mds.26749	2016	Movement Disorders		http://onlinelibrary.wiley.com/termsAndConditions#vor	unknown	crossref_no_abstract_available	"""Parkinson's and Huntington's diseases are two of the most common neurodegenerative disorders. Tremor, muscle stiffness, and slowness of movement are symptoms of Parkinson's disease. The symptoms of Huntington's disease are severe reduction"""
27	test	0text27.txt	openalex	1	Angiogenic signaling pathways and anti-angiogenic therapy for cancer	10.1038/s41392-023-01460-1	2023	Signal Transduction and Targeted Therapy	gold	cc-by	no	candidate_abstract_no_text_support	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	openalex	2	Aptamer Detection of Neurodegenerative Disease Biomarkers	10.1007/978-1-0716-1712-0_15	2021	Neuromethods	closed		no	no_candidate_abstract	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	openalex	3	Assessment of the Evolution of Cancer Treatment Therapies	10.3390/cancers3033279	2011	Cancers	gold	cc-by|cc-by-sa|other-oa	no	candidate_abstract_no_text_support	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	openalex	4	Cerebrospinal fluid and blood biomarkers for neurodegenerative dementias: An update of the Consensus of the Task Force on Biological Markers in Psychiatry of the World Federation of Societies of Biological Psychiatry	10.1080/15622975.2017.1375556	2017	The World Journal of Biological Psychiatry	bronze	cc-by|cc-by-nc-nd|other-oa	no	candidate_abstract_no_text_support	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	openalex	5	RNA delivery by extracellular vesicles in mammalian cells and its applications	10.1038/s41580-020-0251-y	2020	Nature Reviews Molecular Cell Biology	bronze		no	no_candidate_abstract	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	crossref	6	5.2. Korea has become one of the most energy-intensive economies in the OECD area	10.1787/888932303157					unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	7	Abroad	10.1080/05775132.1980.11470598	1980	Challenge			unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	8	Alterations in the Myelin Sheaths Adjacent to Traumatic Lesions of Brain	10.1097/00005053-194608000-00020	1946	The Journal of Nervous and Mental Disease			unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	crossref	9	Alzheimer disease and Alzheimer-like dementias	10.21857/m16wjc6j79	2019	Neurodegenerative diseases - dementias : proceedings of the 2nd Rijeka Forum on Neurodegenerative Diseases held on 17th October 2018 in Rijeka			unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths. With the aging of the global population, the increase of the incidence of neurodegenerative diseases, such as Alzheimer's disease (AD)"""
27	test	0text27.txt	crossref	10	Anthropogenic pollutants may increase the incidence of neurodegenerative disease in an aging population	10.1016/j.tox.2016.01.007	2016	Toxicology		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths. With the aging of the global population, the increase of the incidence of neurodegenerative diseases, such as Alzheimer's disease (AD)"""
27	test	0text27.txt	crossref	11	Brain glucose and ketone utilization in brain aging and neurodegenerative diseases	10.1016/bs.irn.2020.03.015	2020	International Review of Neurobiology		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths. With the aging of the global population, the increase of the incidence of neurodegenerative diseases, such as Alzheimer's disease (AD)"""
27	test	0text27.txt	crossref	12	Flexible Players within the Sheaths: The Intrinsically Disordered Proteins of Myelin in Health and Disease	10.20944/preprints202001.0376.v1				http://creativecommons.org/licenses/by/4.0	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	crossref	13	Flexible Players within the Sheaths: The Intrinsically Disordered Proteins of Myelin in Health and Disease	10.3390/cells9020470	2020	Cells		https://creativecommons.org/licenses/by/4.0/	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	crossref	14	Fluorescence Polarization-Based Rapid Detection System for Salivary Biomarkers Using Modified DNA Aptamers Containing Base-Appended Bases	10.1021/acs.analchem.9b03450.s001					unknown	crossref_no_abstract_available	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	crossref	15	Genetics of Huntington Disease (HD), HD-Like Disorders, and Other Choreiform Disorders	10.1016/b978-0-12-405195-9.00030-5	2015	Movement Disorders		https://www.elsevier.com/tdm/userlicense/1.0/	unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	16	Heat Shock Proteins in Neurodegenerative Diseases	10.14336/ad.2025.1309	2025	aging and disease			unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths. With the aging of the global population, the increase of the incidence of neurodegenerative diseases, such as Alzheimer's disease (AD)"""
27	test	0text27.txt	crossref	17	Immune Gene Network of Neurological Diseases: Multiple Sclerosis (MS), Alzheimer's Disease (AD), Parkinson's Disease (PD) and Huntington's Disease (HD)	10.2139/ssrn.3950084		SSRN Electronic Journal			unknown	crossref_no_abstract_available	"""(PD), and Huntington's disease (HD), has become a great challenge for society at large. Most of these diseases"""
27	test	0text27.txt	crossref	18	Rapid and Selective Detection of Proteins by Dual Trapping Using Gold Nanoparticles Functionalized with Peptide Aptamers	10.1021/acssensors.6b00229.s001					unknown	crossref_no_abstract_available	proteins vascular biomarkers large detect detecting aptamers detection kind caused degeneration neurons
27	test	0text27.txt	crossref	19	STUDIES ON DEGENERATION OF MYELIN SHEATHS OF NERVES CAUSED BY LONG-ACTING LOCAL ANAESTHETICS INJECTED SUBCUTANEOUSLY INTO GUINEA PIGS	10.1139/y58-058	1958	Canadian Journal of Biochemistry and Physiology		http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
27	test	0text27.txt	crossref	20	STUDIES ON DEGENERATION OF MYELIN SHEATHS OF NERVES CAUSED BY LONG-ACTING LOCAL ANAESTHETICS INJECTED SUBCUTANEOUSLY INTO GUINEA PIGS	10.1139/o58-058	1958	Canadian Journal of Biochemistry and Physiology		http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining	unknown	crossref_no_abstract_available	"""Neurodegenerative disease is a kind of disease caused by the degeneration of neurons and myelin sheaths"""
128	train	0text128.txt	openalex	1	Cadmium Toxicity in Plants and Role of Mineral Nutrients in Its Alleviation	10.4236/ajps.2012.310178	2012	American Journal of Plant Sciences	diamond	cc-by	no	candidate_abstract_no_text_support	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	openalex	2	Curcumin as a potential therapeutic agent for treating neurodegenerative diseases	10.1016/j.neuint.2024.105790	2024	Neurochemistry International	hybrid	cc-by	no	candidate_abstract_no_text_support	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	openalex	3	How Plants Cope with Cadmium: Staking All on Metabolism and Gene Expression	10.1111/j.1744-7909.2008.00737.x	2008	Journal of Integrative Plant Biology	bronze		no	candidate_abstract_no_text_support	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	openalex	4	Repurposing Existing Drugs For Neurodegenerative Diseases Using A Systematic Deep Learning Analysis Of Multi-Omic Data	10.25258/ijddt.16.3s.112	2026	International Journal of Drug Delivery Technology	bronze		no	candidate_abstract_no_text_support	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	openalex	5	Response of Phenylpropanoid Pathway and the Role of Polyphenols in Plants under Abiotic Stress	10.3390/molecules24132452	2019	Molecules	gold	cc-by|cc-by-sa	no	candidate_abstract_no_text_support	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	openalex	6	Roles of Metal Microelements in Neurodegenerative Diseases	10.1007/s11062-020-09854-5	2020	Neurophysiology	closed		no	no_candidate_abstract	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	openalex	7	Zinc status is associated with inflammation, oxidative stress, lipid, and glucose metabolism	10.1007/s12576-017-0571-7	2017	The Journal of Physiological Sciences	gold	cc-by	no	candidate_abstract_no_text_support	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	crossref	8	Antioxidants and their physiological roles in redox homeostasis	10.1016/b978-0-443-22335-8.00003-6	2026	Fundamentals of Redox Biology		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|https://doi.org/10.15223/policy-017|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-012|https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-004	unknown	crossref_no_abstract_available	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	crossref	9	Batten Disease: A Typical Neuronal Storage Disease or a Genetic Neurodegenerative Disorder Characterized by Excitotoxicity?	10.1007/978-1-4899-0209-2_28	1996	Neurodegenerative Diseases			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	crossref	10	Fertilizers. Determination of boron, cobalt, copper, iron, manganese, molybdenum and zinc using ICP-AES	10.3403/30330777u					unknown	crossref_no_abstract_available	"""sclerosis (ALS) present certain obvious similarities. Biometal microelements, such as copper, iron, manganese, and zinc, are crucial for"""
128	train	0text128.txt	crossref	11	Fertilizers. Determination of boron, cobalt, copper, iron, manganese, molybdenum and zinc using ICP-AES	10.3403/30330777					unknown	crossref_no_abstract_available	"""sclerosis (ALS) present certain obvious similarities. Biometal microelements, such as copper, iron, manganese, and zinc, are crucial for"""
128	train	0text128.txt	crossref	12	Fertilizers. Determination of cobalt, copper, iron, manganese and zinc using flame atomic absorption spectrometry (FAAS)	10.3403/30330783					unknown	crossref_no_abstract_available	"""sclerosis (ALS) present certain obvious similarities. Biometal microelements, such as copper, iron, manganese, and zinc, are crucial for"""
128	train	0text128.txt	crossref	13	Fertilizers. Determination of cobalt, copper, iron, manganese and zinc using flame atomic absorption spectrometry (FAAS)	10.3403/30330783u					unknown	crossref_no_abstract_available	"""sclerosis (ALS) present certain obvious similarities. Biometal microelements, such as copper, iron, manganese, and zinc, are crucial for"""
128	train	0text128.txt	crossref	14	Free Radicals, Neuronal Death and Neuroprotection	10.5772/30589	2011	Neurodegenerative Diseases - Processes, Prevention, Protection and Monitoring			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions. Although all biochemical and/or physiological processes are not completely understood, it is known that the main neurodegenerative dise"""
128	train	0text128.txt	crossref	15	Functions of the neuron-specific protein ADAP1 (centaurin-α1) in neuronal differentiation and neurodegenerative diseases, with an overview of structural and biochemical properties of ADAP1	10.1515/hsz-2014-0107	2014	Biological Chemistry			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions. Although all biochemical and/or physiological"""
128	train	0text128.txt	crossref	16	HDAC6	10.1002/9781119017127.ch6	2015	The Functions, Disease‐Related Dysfunctions, and Therapeutic Targeting of Neuronal Mitochondria			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	crossref	17	Neurodegenerative diseases	10.1016/b978-0-12-820122-0.00004-2	2022	Human Caspases and Neuronal Apoptosis in Neurodegenerative Diseases		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|https://doi.org/10.15223/policy-017|https://doi.org/10.15223/policy-037|https://doi.org/10.15223/policy-012|https://doi.org/10.15223/policy-029|https://doi.org/10.15223/policy-004	unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	crossref	18	Neuronal Proteins as Targets of 3Hydroxykynurenine: Implications in Neurodegenerative Diseases	10.1021/acschemneuro.9b00265.s001					unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
128	train	0text128.txt	crossref	19	Proteomic and Metabolomic Profilings Reveal Crucial Functions of Aminobutyric Acid in Regulating Ionic, Water, and Metabolic Homeostasis in Creeping Bentgrass under Salt Stress	10.1021/acs.jproteome.9b00627.s002					unknown	crossref_no_abstract_available	functions microelements metals physiological main also crucial development homeostasis redox activity there
128	train	0text128.txt	crossref	20	Redox Regulation of Protein Misfolding, Synaptic Damage, and Neuronal Loss in Neurodegenerative Diseases	10.1002/9781118063903.ch2	2011	Protein Chaperones and Protection from Neurodegenerative Diseases			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are characterized by a progressive loss of neuronal structures and functions"""
133	test	0text133.txt	openalex	1	Abstracts Presented at the Twenty-Sixth Annual International Neuropsychological Society Conference. February 4-7, 1998. Honolulu, Hawaii	10.1017/s1355617798000010	1998	Journal of the International Neuropsychological Society	bronze		no	candidate_abstract_no_text_support	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	2	Advances in the Diagnosis and Management of Psychotic Symptoms in Neurodegenerative Diseases: A Narrative Review	10.1177/08919887231164357	2023	Journal of Geriatric Psychiatry and Neurology	hybrid	cc-by	no	candidate_abstract_no_text_support	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	3	Apathy in Parkinson's disease: clinical features, neural substrates, diagnosis, and treatment	10.1016/s1474-4422(15)00019-8	2015	The Lancet Neurology	bronze	other-oa	no	no_candidate_abstract	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	4	Nursing Staff Distress Associated With Neuropsychiatric Symptoms in Young-Onset Dementia and Late-Onset Dementia	10.1016/j.jamda.2017.10.004	2017	Journal of the American Medical Directors Association	bronze	other-oa	no	no_candidate_abstract	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	openalex	5	Update on Genetic Chorea	10.1111/ene.70357	2025	European Journal of Neurology	gold	cc-by-nc-nd|other-oa	no	candidate_abstract_no_text_support	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	crossref	6	Assessing Non-Motor Symptoms: An Overview of Scales and Questionnaires	10.1007/978-1-908517-60-9_3	2011	Handbook of Non-Motor Symptoms in Parkinson's Disease		https://www.springernature.com/gp/researchers/text-and-data-mining|https://www.springernature.com/gp/researchers/text-and-data-mining	unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	7	Assessment of Non‐Motor Features of Parkinson's Disease: Scales and Rating Tools	10.1002/9781444397970.ch10	2011	Parkinson's Disease		http://doi.wiley.com/10.1002/tdm_license_1.1|http://doi.wiley.com/10.1002/tdm_license_1.1	unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	8	Depression, anxiety and apathy in Parkinson’s disease	10.1093/med/9780199684243.003.0009	2014	Non-motor Symptoms of Parkinson's Disease			unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease"""
133	test	0text133.txt	crossref	9	Depression, anxiety and apathy in Parkinson’s disease	10.1093/med/9780199237234.003.0009	2009	Non-Motor Symptoms of Parkinson's Disease			unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease"""
133	test	0text133.txt	crossref	10	Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung’s Self-Rating Anxiety Scale Among Patients with Recurrent Depression Disorder	10.5455/aim.2023.31.249-253	2023	Acta Informatica Medica		https://www.actainformmed.org/?sec=licenseinfo	unknown	crossref_no_abstract_available	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	crossref	11	Huntington Disease, Parkinson Disease, and Other Neurodegenerative Diseases	10.1093/med/9780199794591.003.0065	2012	Neuroglia			unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease"""
133	test	0text133.txt	crossref	12	Non-motor Symptoms in Parkinson Disease: Impulse-control Disorder. A Case Report	10.26226/morressier.5a6ef3eed462b80290b5797c					unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease"""
133	test	0text133.txt	crossref	13	Non-motor Symptoms in Parkinson' Disease and Drug Therapies	10.2174/9781681081892116020005	2016	Frontiers in Clinical Drug Research- Central Nervous System			unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative diseases, particularly in Parkinson disease and Huntington disease. Aim is to evaluate and compare the clinical pr"""
133	test	0text133.txt	crossref	14	Nutritional and clinical manifestations of normocalcemic hyperparathyroidism in women: interim results from a case-control cross-sectional study evaluating dietary calcium intake with three validated questionnaires	10.1530/endoabs.81.p561	2022	Endocrine Abstracts			unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	15	Rating of anxiety, depression and vulnerability	10.1111/j.1600-0447.1981.tb00787.x	1981	Acta Psychiatrica Scandinavica		http://onlinelibrary.wiley.com/termsAndConditions#vor	unknown	crossref_no_abstract_available	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	crossref	16	S13: Apathy in dementia: Difficult to diagnose, difficult to treat	10.1017/s1041610224001157	2024	International Psychogeriatrics		https://www.elsevier.com/tdm/userlicense/1.0/|https://www.elsevier.com/legal/tdmrep-license|http://creativecommons.org/licenses/by-nc-nd/4.0/	unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative"""
133	test	0text133.txt	crossref	17	Symptoms of anxiety in depression: assessment of item performance of the Hamilton Anxiety Rating Scale in patients with depression	10.1002/da.20435	2008	Depression and Anxiety		http://doi.wiley.com/10.1002/tdm_license_1.1	unknown	crossref_no_abstract_available	apathy scale depression motor parkinson huntington clinical rating anxiety 0001 symptoms results
133	test	0text133.txt	crossref	18	Table 10: Descriptive statistics and data completeness for demographic and clinical features.	10.7717/peerj-cs.3096/table-10					unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	19	Table 2. Demographic, clinical and genetic features of the UTUC cohort stratified by UroSEEK results.	10.7554/elife.32143.008					unknown	crossref_no_abstract_available	"""containing demographic data, clinical features of the disease, the results of validated scales and questionnaires evaluating motor activity"""
133	test	0text133.txt	crossref	20	Targeting Epilepsy: One of the Nation's Most Common Disabling Neurological Conditions, 2007	10.1037/e599812007-001	2007	PsycEXTRA Dataset			unknown	crossref_no_abstract_available	"""Apathy is one of the most frequent, disabling and difficult to treat non-motor symptoms manifesting in many neurodegenerative"""
136	val	0text136.txt	openalex	1	Oxidative Stress and Cellular Dysfunction in Neurodegenerative Disease	10.1007/978-1-0716-1712-0_6	2021	Neuromethods	closed		no	no_candidate_abstract	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
136	val	0text136.txt	crossref	2	A Closed-Loop System for Real-Time Seamless Replacement of Apoptotic Neurons: A Scientific Hypothesis for Reversing Irreversible Adult Neuronal Loss and Cognitive Aging	10.20944/preprints202603.0950.v1				http://creativecommons.org/licenses/by/4.0	unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
136	val	0text136.txt	crossref	3	Common Eye Diseases of Elderly People: Identifying and Treating Causes of Vision Loss	10.1159/000066507	2003	Gerontology		https://www.karger.com/Services/SiteLicenses|https://www.karger.com/Services/SiteLicenses	unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
136	val	0text136.txt	crossref	4	Mechanisms of Motor Neuron Death in ALS	10.1007/978-3-662-04399-8_2	2001	Research and Perspectives in Alzheimer’s Disease			unknown	crossref_no_abstract_available	"""Neurodegenerative diseases are conditions characterized by irreversible loss of neurons and loss of cognitive and motor function, mostly occurring in elderly people"""
